voltage,current,frequency,active_power,reactive_power,power_factor,fault_label
218.7213981669891,1.6539826357503196,49.03958296685067,4550.618726210945,1266.7257867584026,0.6818062760260685,0
215.71429923310552,8.921098222168538,50.137653576816994,4403.460686558782,771.7394604107976,0.7027048767024138,0
238.0423957147061,3.963408410538516,49.34166121011633,4611.420022824564,714.7934263358682,0.7941493140140404,0
237.16982174315828,14.90881365905105,50.974509816210514,1244.2331819283204,891.7408472025631,0.9098621384012738,0
212.4657297805505,4.915303346993611,50.992355792294674,2637.013649593475,512.417504949583,0.8711605498599337,0
226.79371961797176,15.698271746659016,49.41194592005024,4581.332888303245,1190.3154929725272,0.9521603705897543,0
239.04135071861094,1.8632463649290765,50.905441938139056,3065.645946248923,230.25893566835597,0.6892145091070967,0
222.3867869481237,13.372142329334975,50.7186544606352,1330.9835256458102,752.9545944269697,0.8956903327316281,3
230.26632687808268,18.597372821661263,50.803781524102405,2177.7464422048015,461.2439097027197,0.8929527759754748,0
219.67617022377036,2.651520029279262,49.79211304763377,3280.066875748325,1437.8969534586827,0.6869764423748853,0
210.75656573077012,12.635368161533352,50.30628941974376,1914.1482559686212,1033.247914253611,0.710789540636992,3
228.8764520014969,3.9148985830200256,49.84282181233814,3841.968419017589,634.9261812894123,0.6224352209672745,0
216.56648248096906,7.665989887100297,50.54589008622822,2093.9280030862396,195.0311456932734,0.9280252833586604,0
210.81031362531692,2.103135400834626,49.312041582772096,4083.86485137412,836.2080845250508,0.6390288694472566,0
229.33653254101492,4.237709651824819,50.14926513814688,2763.071832923658,498.7953037356356,0.7479524115899148,0
216.94621468433797,2.819953010182168,49.556647655480326,1215.0460376480576,1781.8585595460859,0.6241611728576736,0
213.71904784295106,19.968781632557672,49.671629052575845,4567.193760037468,1934.9043180668327,0.8607673681142092,1
214.55188755239166,0.6940939940609292,50.83630374927375,1397.5651455606803,1155.1721139794033,0.9211219908858442,0
216.60972087921954,7.61845567885363,50.93697728955905,3721.112504942849,291.31596881876277,0.8286164492765286,0
227.89725323418236,11.411165032351436,50.173807272479614,811.4154579372201,1333.3099343233184,0.7358535134864728,0
211.70366092453943,15.30383151170302,50.09868106451225,3178.3972215876984,1337.5577601779592,0.6631006525113361,1
223.3433316246687,14.241369077116508,50.43086332649357,4545.459597412033,1413.1523033038427,0.9805929697359683,3
234.55722245593316,19.054415025900347,49.72580049647676,1382.0577757234948,364.93015501877045,0.996741271670299,0
213.4704693571437,2.5258969315626945,49.645840827701356,1231.653411928837,408.9339231850948,0.7439185618896569,0
225.87178616773912,9.06064778207406,49.95438497995033,4167.792641233568,1745.0663413982418,0.605484869240544,0
211.94862154402708,5.856002869074974,49.93175049659801,4394.75493949915,753.6317137690755,0.6276754980564813,0
211.67150732212912,8.290493768751727,50.31347000016222,2527.7910886901896,1814.9124573689844,0.8036444628472583,0
235.49742997567216,14.796594699168146,50.917029441256524,1151.4510906142561,1456.8881151200446,0.9982267920542581,0
222.62410498828984,15.55329767208304,49.65649064839705,3438.3946940277615,671.5546503595799,0.8492043472984027,3
216.60112449510174,6.866819361502399,49.84768908474137,2762.1012285757397,51.10719023047206,0.6582857769058489,0
223.4188737861705,19.732205024782846,50.32896693319291,3990.4420403087647,162.57481281294582,0.6811875917309728,3
213.5851765713613,11.664163103331997,49.590420489085645,2467.809325478378,152.63361604460422,0.6873786272923617,0
210.05660349930253,4.037618168697383,49.01507278059607,2060.432232705588,551.7405245275013,0.7479998828238772,0
213.61714537518608,6.163059605213532,49.586037725177306,167.9155451696951,536.3322642837738,0.7447963379832137,0
213.94713720822378,1.9974035062548157,49.517870680505844,3055.886819090006,1776.250019330332,0.8665092269613288,0
229.73052616950108,9.404491898598277,50.76042583308585,4534.384360666269,1021.8469314544407,0.634428994151682,0
231.5820143063733,13.678145310471951,49.0207264084238,4045.755403075651,1000.5145766820957,0.8893137349293331,0
220.29463804797487,14.192355913873609,50.13862568340231,2707.54849053108,312.11642522870676,0.9572707750305548,3
221.06484839572636,5.770546580384625,50.00305204326376,2253.2860188966706,1910.8347512792939,0.7457178117003189,0
223.45746067762684,15.559626379037681,50.41657031101533,3128.859602941147,654.3454996876037,0.7537807052538292,3
220.18607275190865,17.376667622718006,49.20520473302015,2153.925793255458,457.64544692325916,0.9096283599194516,3
226.11873228017532,17.974075996591715,49.35860301176443,97.21517853301664,1654.0662667736285,0.8299608445815592,0
220.05819916120544,14.996270737025315,49.73782228110076,1482.748109342007,611.9177399437121,0.6420750089056932,3
228.16407664969495,15.310045973197159,50.439032919530376,216.1507159256487,1512.4150210072924,0.9189057088717518,0
238.75112437404553,10.425213473881422,50.157462246362726,2241.5693436366323,1187.7453787532068,0.668518788651018,0
230.2960313612569,10.587035074131094,49.35341092092685,4192.838559916112,21.620016983594947,0.7698419841304349,0
230.22733735774915,15.251042456890262,50.203145437562306,2519.506660518415,1691.6756697522524,0.8486744156833671,0
215.42693652258004,8.569874294632552,50.997633114690146,1348.6804658088936,1545.5170579793112,0.7312485511671762,0
228.29106794384606,18.526083362620646,50.6896359723696,285.5657059864014,270.30148803058853,0.9526015392888025,0
230.31220377882445,12.256932028183424,49.174042382626304,3605.450774330047,1956.185098028945,0.6360104491713051,0
216.51676223175997,9.484802562740779,49.73427003678126,2711.2045317213597,243.97611210740843,0.8788864755253052,0
225.47862290973367,9.233833051201453,49.24296755454829,1244.315923475347,1486.4520110404474,0.8139906193537498,0
219.25509556374038,10.849675145286938,50.95627850075401,3842.728036763501,289.81896508363224,0.6082242342545885,0
223.57034525996556,5.892185641020218,49.16293424710274,2871.4573378223618,1245.9955563943638,0.8870644034309688,0
232.45802954497898,14.038771456041438,50.60899007509391,1974.4846485818346,173.2959741447786,0.9130761869582869,0
212.78716519157126,6.090532463403755,49.07577649566126,2888.710634916077,785.8847734477321,0.7353527431594407,0
233.13623741325551,3.5815251137221105,49.62058848658117,3846.757183405049,1390.3934963260995,0.7581920979809177,0
217.25696401506954,15.279530410436575,50.671321381549504,3511.19104048157,1369.641977646443,0.9824151879580221,1
221.44059010834832,6.955561434669358,49.9222145147751,2839.343422174837,193.55854953109565,0.6457640318016679,0
213.0506736889543,8.052529723966623,49.297686133454306,1965.4513365796056,1900.9214220619717,0.9228910307388059,0
227.3861981620628,17.625545842549837,50.13193894489467,2077.134721601158,453.83858061552405,0.665921203332089,0
237.77622488674103,1.8475492980247443,49.035164652695094,4439.336466010336,502.4532115552947,0.8603929424043115,0
224.7496623242719,0.4444047773450932,50.05739305692915,4379.421904245235,1265.497328709723,0.8236875957732679,0
221.32010344632909,9.145450691266399,50.48196277755285,4772.432255166107,157.30614637917563,0.6491593082379321,0
236.27456429235713,16.50770518088993,50.06035436254467,1223.2063732475485,1981.8743194644942,0.9166669205067622,0
221.81336664646471,7.107254800128757,50.301536761050045,3345.9026789564737,1158.4058991585694,0.9433867943642441,0
236.8158141423392,10.183273992092472,50.872556605741664,4525.400287998609,1382.4054776656633,0.693528966223288,0
226.40292160429237,11.952641273316292,49.944203875155594,37.165488804314364,1083.6695855286364,0.6488046438982551,0
231.4818307495131,3.586697911783583,50.95471744257825,3540.595431634858,410.06562686167956,0.7242092435442504,0
223.22166373214463,3.3849683351868687,50.2518501517855,2109.386032546595,1296.8764578964156,0.8561469204347523,0
214.323802466137,11.310593964969408,49.13243556014822,498.0713990676988,1224.437144740767,0.8247375731901616,0
236.1311047115377,19.879105724132508,50.223754801551394,4462.878667073304,620.2575949918482,0.7327087656773748,0
235.10014227797924,10.817811101166203,49.18658194813671,3391.5243790397226,241.5863380615606,0.8513720252390464,0
210.88077464184548,12.049067105158622,50.427665676561354,4957.381604603416,661.8391358157694,0.6321155481042467,3
228.91798134178123,7.076069588915055,49.02897125458438,2383.6532412214974,124.4964858995059,0.6022469867973345,0
225.2357767344733,2.249267309279299,50.00991636498003,3035.6662736635853,1571.4123759640256,0.7190190181744326,0
220.20180782526785,14.925838822239662,50.199671320742674,4822.097592889058,437.1193960090258,0.8039800100266761,3
237.98656024775784,11.863249700608684,50.35745046420479,2938.490868647003,1823.766256039379,0.7956917217895213,0
