voltage,current,frequency,active_power,reactive_power,power_factor
211.79623401927313,9.2356057296622,49.17984930855881,2881.3339668531903,1605.1739700927408,0.9789999265747739
228.70084688822124,15.742677765678192,50.93356653213589,1176.0943883660118,764.6209406872915,0.7719504831877708
226.67098706939697,4.506267873368506,50.399251668685054,4275.226210511594,1305.3027876616004,0.707366183787787
225.1397216009009,8.35322590067333,50.54502468081861,4622.865878833747,1490.908503022027,0.7969563894711322
213.10581959235142,2.546375774858669,49.708484753069406,4315.33966530907,1511.0993139130487,0.6367033050485236
221.77691155551844,17.557692893631398,50.72870544528237,3688.671634703735,1227.8954672308555,0.9048533709163298
210.20024619158082,1.631481408346509,49.74270796064193,117.64492098109369,154.1063247677672,0.6557668020374511
228.95658558198306,3.3856926456405056,50.13188141436772,2966.8970164904513,1056.6439029523715,0.6483311434612686
235.36909206218354,14.393995518897743,49.28649408528945,2570.587806790207,1680.906066490608,0.7544422517285024
225.61974924102518,8.560302261802908,49.34960276510137,2281.249092485217,86.87426995704617,0.7355355741144552
237.0458524534231,12.650979026855937,50.0217633876703,3227.2853924883802,1919.8063383651593,0.799811422662219
228.10549960634705,4.993578624518276,49.43798188816347,3428.0820612691427,1941.5815369916395,0.719255007956735
220.17550454506355,11.716013725224602,49.469966466587415,2809.772350215978,605.8179713294192,0.7541468553687557
213.1392156098075,14.776548052323609,50.21628804038373,970.9266086737872,1150.1760253972031,0.6096087436352992
233.74084996887896,5.170179392458271,49.059143318095785,4388.693309282299,1757.9106946808563,0.684808154536014
232.15650447031754,16.842306570986132,50.44311893269107,4200.963183508365,1511.0989067116689,0.6516880229921017
222.87403580464613,10.046874635842396,49.73762847119409,1338.1500903130784,21.00709576753723,0.6905313322786487
231.13699739728548,4.114282071600945,50.883255774349706,2736.371048236892,400.9242841602161,0.8303909774953282
239.9887613484007,10.03157098560958,49.70114349572168,1882.1900579396129,570.3129450363231,0.6653708425595187
217.4417666648068,12.240341238953212,50.555032375033605,3739.426371574089,1465.4463412623109,0.8599252468631569
222.6761394176272,12.72602763501666,49.665345181132814,4526.758902389108,491.6744248268161,0.8148010070664344
223.86769514328256,1.1959081191918508,50.28688249745965,4715.9297610472995,1373.4358026859013,0.6620740723607336
237.43777008027948,9.599899014320748,49.78717092533879,2047.576182437012,580.5553873750249,0.9309353991530417
229.85582241413636,12.030853130058308,49.06746026221771,3600.4406924919563,1651.6115805683473,0.8746653918800293
234.77662465122174,0.6449542745206882,50.796953144057305,4706.658467582001,1822.209064043053,0.9200156869324939
212.38084292163572,0.20128635125609806,49.42233367549028,1576.781907060239,1973.8487530336831,0.8382450354813095
229.73301756132554,18.104381271601575,50.46107899179411,3795.042847182419,1588.4569955099303,0.986401066826946
224.2963767758428,8.154388095489228,50.05907497188521,4880.697513567826,447.8752002205486,0.9574469804430982
210.38485328921388,9.108574385318423,50.5442206191738,1600.4654062519662,1907.2000110316408,0.979799580073095
238.11051485849288,14.856247634767039,49.996941350853334,777.643755017704,215.28191707008014,0.7628199772885298
216.13873881888253,14.773696282378117,50.98017144749392,954.7201163122082,1092.4800717575833,0.8799488873712962
227.1736685144395,16.620602417460304,49.929408796457544,2252.531674551254,1084.4764817905827,0.8078623579603872
221.84669076292522,4.930604670966852,50.42822424333705,1699.8738140200992,237.14278505327636,0.8537137232702978
214.88228896450252,9.582457311451362,50.93875212255865,3870.128905640113,42.67295225208612,0.7286481543226819
238.28242827651098,17.814382601283747,49.331312268112676,4378.119703414252,566.2437187456306,0.7920109969575841
231.79845401929114,1.9995306881824115,50.606726519145425,1949.3239064576567,1764.411988633951,0.8867307242400491
223.92694458932812,11.449615884673278,49.03839148750809,4166.903149461197,1159.9209742773958,0.7083254883643124
218.6837498465842,15.954721805469013,50.932561759010795,1903.0167143940623,1539.1095302221197,0.8242872321972415
236.62925185192339,19.542305896555668,49.511327751842074,4522.792282946302,440.9044527061139,0.7848488299410339
214.98973747450697,19.20859051903971,49.12929359220404,3131.821303817483,1739.7649271515015,0.9762151399664794
219.27687160518724,18.47800950016986,50.7801498964311,4586.08913891815,516.2625003397287,0.9903083362385027
226.0137877379006,8.84628785483217,50.41812193715613,4776.6195620397175,1022.9990818310317,0.6061939566391266
214.11049428084794,5.708678484817709,49.867005618042505,167.52768962864428,1453.2355519733076,0.8156025535624989
233.4564171890968,17.768965365459866,49.533279803069505,986.5438644897895,1160.663151183313,0.9561866942519225
239.87503564990425,6.288931997412401,50.23520808452099,3322.0058384767876,924.7577810975613,0.9865545149351174
213.87223299383524,16.455359498236945,49.14906403888889,763.5608825924888,1723.6464785888184,0.8654696270909867
229.521834250065,9.906798327734915,49.22214204381376,118.51604354118805,1817.8730866728379,0.9418418052850173
218.414953651416,12.666170030017875,50.03237246598557,4202.56115142852,3.8951954240153963,0.6210310941862199
233.71647420107126,5.3902479638918805,49.215841983105214,821.7408004536908,793.3340836316498,0.7083254329541823
222.71464593185883,4.16394139149461,49.483494126617856,556.1421334048894,1787.7464999513597,0.9769497463953276
